text,label
finnish Outotec award contract supply new zinc roaster gas cleaning sulphuric acid plant OZK Kardzhali zinc smelter Bulgaria,1
Finnish P+ ¦ yry award engineering contract CFR national railway company Romania,1
accord report Neomarkka Kuitu Finland customer interested buy company product restart production,1
result distribution company start distribute addition current product offering Shimano reel rod Shimano fishing tackle product exclusive basis,1
Cargotec Germany GmbH award contract Stadtverwaltung Mainz chassis body open procedure,1
CEO Erkki J+Ærvinen happy company performance 2010,1
delivery start network ready launch soon,1
earning share quarter high year year 0.33 eur versus 0.27 market expectation 0.28 eur,1
ebitda year 2009 improve EUR484 m compare EUR472 m 2008,1
"estonian telecom company Elisa customer number cross 400,000 tallinn Oct 22 BNS estonian telecommunications company Elisa win approximately 50,000 new client month year bring number 401,800 end September company say",1
Exel Composites long term growth prospect remain favourable,1
fi develop cooperation keyword advertising Microsoft,1
finnish construction group Lemminkainen Oyj HEL LEM1S say today win contract provide technical service Nevsky Centre shopping mall open November St Petersburg Russia,1
finnish mobile operator dna function subcontractor Maingate responsible telecommunications connection,1
finnish software developer Basware Oyj say November 30 2006 U.S. subsidiary Basware Inc. win order provide software contract lifecycle management unnamed U.S. medical technology company,1
Honka subsidiary France Germany benefit example arrange customer event conjunction World Cup skiing competition,0
sale volume food industry expect remain relatively good level Finland Scandinavia Atria say,1
incap Lankapaja aim enter actual agreement transfer sheet metal production buyer February order complete transfer 1 March 2011,1
Mr Kivimeister say John Deer Timberjack stand win situation control 60 Estonia forest machinery market,1
Nokia Elisa work bring superior mobile gaming experience Elisa customer,1
Nordea see return positive growth baltic country 2011,1
operate profit improve 16.7 EUR 7.7 mn,1
operate profit improve 39.9 EUR 18.0 mn EUR12 .8 mn,1
operate profit improve 44.0 ER 4.7 mn EUR 3.3 mn 2004,1
operate profit improve EUR 20.3 mn EUR 11.4 mn,1
Outokumpu chief executive Juha Rantanen express confidence China market,1
previously company anticipate operating profit improve period,1
productional situation improve,1
Rautaruukki say construction group YIT award 2.5 mln eur contract supply steel structure new bridge span Kemijoki river Northern Finland,1
sale come 241 mln eur compare 211.4 mln beat consensus forecast 235 mln eur,1
sale vat inclusive expand 19 percent 351 million euro,1
strong growth continue China,1
synergy benefit start materialise second quarter,1
Teleste Sentry 360 form integration partnership Sentry s advanced 360 degree immersive camera product line Teleste s enterprise video management system,1
thank multiply effect wagon performance transport efficient say development manager Juha Malkia VR Cargo,1
` buy recommendation reiterate,1
aim achieve EUR 2.5 mn yearly saving,1
borrower happy roadshow pay hit ratio high,1
company make garden tool scissor consumer good say earning boost 6.9 mln eur income receive 16.7 pct shareholding finnish engineering group Wartsila,1
company anticipate turnover 2010 surpass previous year EUR 67.1 million,1
company negotiate amendment financial covenant present credit agreement regard situation 30 September 2010,0
EPS improve EUR0 .38 EUR0 .27,1
expansion aim attract new customer Finland abroad,1
Federal Secretary Transport Communication Mexico award Poyry mexican partner Sintra consult contract connection Buenavista Cuautitlan suburban railway,1
financial impact estimate annual improvement EUR2 .0 m division result fiscal year 2008,1
financial impact estimate 1.5 MEUR annual improvement division result start fiscal year 2007,1
finnish group anticipate sale gain EUR42 m tax expense,1
launch plant June go produce advanced fuel couple week,1
party agree negotiate definitive distribution license agreement end June 2010,1
rationalization operation seek achieve EUR 1 million yearly saving second quarter current financial year,1
sale result gain EUR 60 million second quarter 2010 Oriola KD support finnish company strategy focus pharmaceutical wholesale retail operation,1
stock new machine reasonably small new order bring work,1
order award Outokumpu Technology Shalkiya Zinc Kazakhstan Shalkiya zinc lead project Kazakhstan,1
company able market position,1
acquisition support strategy close customer world offer equipment related service,1
lay foundation sustainable business development long term,0
turun kaupunkin Finland base company award contract Lemminkainen Talotekniikka Oy electrical installation work,1
world big magazine paper maker say program improve efficiency include close competitive mill cover company operation result annual saving euro200 million us$ 240 million,1
moderate significant change result significant 24 32 reduction estimate CVD risk,1
Uponor improve performance spite decrease residential construction,1
inventor issue U.S. Patent,0
israeli cable network operator HOT Telecom choose Teleste international technology group exclusive provider fttx equipment Israel accord Teleste today,1
Incap Corporation Stock Exchange Release 4 2010 8.30 a.m. INCAP CORPORATION directed share issue SUBSCRIBED Board Incap Corporation approve subscription directed share issue,0
Amer Sports divest industrial site Rumilly France   announcement distribute Thomson Reuters behalf Thomson Reuters client,0
simultaneously responsibility area extend legal affair cover merger acquisition,0
Board Directors propose Extraordinary General Meeting authorise Board decide issuance maximum 30mn new share share issue,0
` ` BG Crane strong partner Hiab Australia year,0
plant ground continue grow success garden lie maintain,0
"purchase site worth 300 million Thames Gateway provide 1,200 home",0
Poyry contract include engineering management civil detail engineering service time scheduling procurement service,0
Group brand portfolio include lead brand industry Rapala global brand like VMC storm Blue Fox Luhr Jensen Williamson Marttiini Sufix,0
` ` finger friendly opinion fast,0
` ` thank Nokia Lulu proud publish novel find,0
` ` summer collection 2008 joyfully fresh like vitamin injection say H&M head design Margareta van den Bosch,0
maximum 20 employee work Karttakeskus responsible produce Geographic Information Services affect company add,0
Marubeni Marubeni Corporation TSE 8002 ADR MARUY establish 1858 core company Marubeni Group Japan lead general trading house,1
MIDNIGHTTRADER MidnightTrader premier source extended hour equity trading analysis news forecasting retail institutional investment community,0
Juha Pekka Weckstr+ ¦ m appoint President telecom group TeliaSonera Finland succeed Esa Rautalinko,0
accord Pietinalho doctor motivate patient smoke time visit doctor,0
accord original merger plan Scanfil 79 stake combine business,0
accord Ultrascan software acquire cracker manage change mobile phone way phone able hold time password send bank text message,0
additionally retailer use hardware task store warehouse provide substantial saving support infrastructure cost,0
Addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care,0
Aldata Solution Oyj Bertrand Sciard President CEO information Aldata Solution Oyj Bertrand Sciard President CEO tel +33 1 46 48 28 00 Aldata 100 Retail Wholesale Aldata 100 business dedicate retail wholesale business improvement,0
Alfa group 43.9 vote stock new company Telenor 35.4 free float 20.7,0
welcome,0
altogether 150 subject mildly elevated cholesterol level participate month long intervention,0
additional cap EUR12 m payable cash achievement certain financial performance target 2007,0
Arto Ryymin bear 1964 replace Juhani Kaisanlahti work act EVP Healthcare Welfare August 2007,0
CapMan Haavisto responsible Group Finances Accounting,0
implement software Finnish Army aim unify improve operation application area QPR Software state,1
Cablevision Systems Corp. CVC Madison Square Garden division own operate New York Knickerbockers basketball team Madison Square Garden Arena New York Rangers hockey team New York Liberty woman basketball team Hartford Wolf Pack hockey team,0
CapMan investment area CapMan Buyout CapMan Technology CapMan Life Science CapMan Russia CapMan Public Market CapMan Real Estate dedicated team fund,0
CapMan Plc Press Release 31 March 2008 Jukka Ruuska President OMX Nordic Exchanges Stockholm Stock Exchange transfer CapMan effective later September 2008,0
cent profile contain business operation company history major product service prospect key competitor structure key employee location subsidiary,0
conference participate conference dial 5 10 minute beginning event +44 0 20 7162 0025 Europe +1 334-£323-£6201 USA,0
construction schedule start April June 2007 complete early 2008,0
financialwire tm fully independent proprietary news wire service,0
finnish Civil Aviation Administration decide temporarily reopen finnish capital Helsinki airport 3 p.m. 11 p.m. Monday local time,0
fiskar World   1 Scissors Brand TM recently win Learning - Magazine 2011 Teachers Choice Award Classroom,1
found 1946 Strand Associates provide civil environmental transportation electrical mechanical engineering service 350 employee 10 office Wisconsin Alabama Illinois Indiana Kentucky Ohio,0
Halonen office acknowledge receive letter decline comment,0
believe soy oat good chance enter UK market,1
believe HKScan Atria start use import meat finnish consumer prefer domestic product,0
headquarter city company nearly 75 year old focus science base innovation technology environmental measurement,0
"March 2009 government St. Petersburg pass building area 1,900 square metre land plot hotel worth usd 10 15mn company Delta",0
"2009 Lee Man combine annual production capacity close 4.5 million tonne paper 300,000 tonne pulp",0
method smelt spout 2 separate work area 6 shielding wall 8 10 arrange movable relation smelt spout,0
investment span product investment type include retail hospitality office residential interest real estate portfolio non performing loan corporate restructuring,0
recover valuable raw material Kemira water chemical production,0
necessary strengthen company operation,0
use proceed transaction achieve target,0
Kai Tulonen Chief Technology Officer SysOpen Digia say ` ` Corporate Phonebook inside SysOpen Digia extensively fall satisfied result,1
year Lemminkainen complete Kouvola K supermarket contract,1
Le Lay succeed Walter G++nter base Finland,0
Lemminkainen Infra Oy subsidiary Lemminkainen Sverige AB perform construction work expect start early 2011 complete summer 2013,0
Los Angeles base Pacific Office Properties Trust acquire own operate office property western U.S. focus initially market Honolulu San Diego Los Angeles Phoenix,0
Master Mayawas jointly develop Nokia Siemens Networks UFA FremantleMedia actively advertise Maxis end 2007,0
Medical Devices Russia brand new market analysis give clear overview actual situation future outlook medical device market Russia,0
metric QPR ScoreCard support date text milestone base value improve support manage project performance process relate content,1
Mformation provide enhanced management application enable configuration control lifecycle,0
Mr. Jorma Valkama Managing Director Suomen Paikallissanomat Oy state Rannikkoseutu complement outstanding way current product range company,0
Mr. Mikko Saavalainen head Comptel Global Sales conclude ` ` Gibtelecom provide perfect illustration variety business technical regulatory challenge operator face oss today,0
Neste Oil say result biomass 3 liquid demonstration plant commission June 2009 promise decision commercial plant take,0
Nokia continue invest future development Qt Digia responsible commercial licensing service business,0
Nonwovens specialty paper Ahlstrom large variety everyday product e.g. filter wipe floor label tape,0
Nokia announce launch Bicycle Charger Kit compatible Nokia phone 2 mm charge interface,0
basis competitive bidding ooo Kitai Stroi russian subsidiary China State Construction Engineering Corporation construction company own China State select main constructor,0
time Nokia India large MNC seek topic spark million approach ` creativity Emerging Markets,0
carrier handset maker spin positive event raise interest high end phone pricier datum plan,1
potential client include public administration organization invest utility network service,0
solution fully arabized message want partner choice business Near East region,0
Pearl Plaza LLC joint venture SRV Shanghai Industrial Investment Holdings Co Ltd conclude investment decision construction phase shopping center Saint Petersburg Russia,1
POYRY PLC additional information Martin Kuzaj President Industry Business Group Finland Tel +358 10 33 21179 Sanna Paivaniemi Director Investor Relations Poyry PLC Finland Tel +358 10 33 23002 Poyry global consulting engineering company dedicate balanced sustainability,0
professional consumer application include personal navigation personal safety field workflow management asset tracking,0
Satama Trainers House remain name independent brand business area,0
talvik say relocation application program server continue HP server approve HP supply tailor solution Elisa,0
Technopolis St. Petersburg government sign cooperation memorandum October 2005 set techno park Neudorf production zone village Strelny St. Petersburg suburb,1
Tekla Structures 16 ` team compatible Windows 7 operating system,0
Tekla Structures BIM Building Information Modeling software develop accord long term plan improved user experience process functionality,1
TeliaSonera lead telecommunications company nordic baltic region,1
"mention shareholder suggest monthly salary EUR 1,400 pay Board member outside company",0
address location provide local controller preferably wireless transmission use address location access appliance control module,0
aim bridge solution choose minimize construction time ensure traffic beneath bridge Saimaa canal continue undisturbed,0
Bank examine benefit transfer swedish business operate branch office operation govern Finland law,0
company admit 36 month relatively short time operate Russia,0
company wide selection metal product service,0
company charge natural gas storage activity France Great Britain Germany,0
cooperation airBaltic expect lead transfer Finncomm ownership airbaltic time,0
Court decision promote genuine competition service,0
Daily Graphic newspaper October report initiative embark Fidelity Bank partner Ghana Post office country offer financial service unbanked banked country,0
device theft protection positioning vehicle boat asset,0
donation grant Aalto University university Helsinki Tampere Turku Eastern Finland Jyv+Æskyl+Æ Oulu Vaasa polytechnic announce later,0
"estonian beverage maker A. Le Coq today bring market new premium class beer A. Le Coq Special invest 6 million kroon EUR 383,000 development planning sell million liter beer year",0
phase complete end 2012,0
guidance set 90 basis point mid swap report say,0
invention carry International Patent Publication,0
inventor Bylander Johan Ponten Fredrik Lundberg Jorgen,0
inventor Mukkavilli Krishna Kiran Sabharwal Ashutosh Aazhang Behnaam,0
Inventors Ridge Justin Bao Yiliang Karczewicz Marta,0
issuer solely responsible content announcement,0
issuer solely responsible content announcement,0
market making accordance agreement begin September 24 2009,0
offer price $ 35 million include cash $ 10 million net debt assumption FACE $ 20 million worth Cencorp share issue Savcor,0
ore body sufficient support anticipate production 46 year,0
original patent file Finland application,0
relocation Ragot start complete week Waterqueen Tortue move plan mid-2008 VMC Europe quarter 2008,0
report provide comprehensive insight company include business structure operation executive biography key competitor,1
"reward pay basis earn period 2011 correspond value maximum total 364,000 Componenta Corporation share include proportion pay cash",0
right margin view separately detail customer,0
service enable user watch e mail HTML format en enhance 23 addition language choose,0
service supplier opportunity key invoice receive order electronically send order confirmation upload create electronic catalogue,1
swedish subsidiary hold 1.0 net smelter return ` ` NSR royalty advanced copper project northern Sweden Viscaria Adak Projects develop Avalon Minerals Ltd. ASX AVI,0
total investment Vantaa plant extension 10 million euro Okmetic share investment worth 2.7 million,0
value deal exceed EUR500 000 company say,0
implementation upgrade exist system enable voicemail video mail house platform,0
second successful effort financial investor year,1
travel expense reimburse accordance travel policy company,0
welcome,0
wellness service important future,0
need ready window open Rosberg say,0
Tikkurila inspire color life,0
Lietuvos Respublikos sveikatos apsaugo ministerija award contract UAB ` ` affecto lietuva financial system software package,1
CF2 Pty Ltd substantial holder Renison Consolidated Mines NL January 25 150 million share 7.9 pc,0
Raffles Equities Ltd substantial holder Archer Exploration Ltd January 12 11.7 million share 18.2 pc,0
` Nordea move new headquarters signify beginning new era,1
` respect decision discussion closed say Kai Telanne Alma Media ceo,0
` ` director shareholder alike ask practice allow continue,0
` ` partner allow buy quantity electricity correspond share consortium production cost letter intent say,0
` ` m happy outcome Sneed say hearing,1
` ` installation automatic varnishing line important company strategy region central eastern Europe say Jozef Misurec director Ruukki Slovakia,1
` ` allow young child forward life,1
` ` decision resolve MeeGo strong continue,1
` ` issue identify Stonesoft affect range content inspection technology,0
` ` want credit card info personal detail,0
` ` hope clarify policy finnish business gray area Motlanthe say,0
` ` relevant authority approval mandatory bid require Finnish Securities Markets Act,0
1 November 2010 finnish textile clothing company Marimekko Oyj HEL mmo1v announce Friday opening concept store Seoul cooperation japanese sector player Look Inc TYO 8029,1
broad range connectivity option include 3 g HSPA Wi Fi give consumer high speed access internet,0
new production line complete contract production hormone treatment,1
quick ` ` stop shop understand company,0
Dopplr Dopplr service smart traveller,0
Elcoteq Elcoteq SE lead electronic manufacturing service EMS company communication technology field,1
Nokia Nokia pioneer mobile telecommunication world lead maker mobile device,1
Stonesoft Corporation Stonesoft Corporation OMX SFT1V innovative provider integrate network security solution secure information flow distribute organization,0
accord Sweden Minister Local Government Financial Markets Mats Odell decision sell State share telecom group TeliaSonera carry cooperation State Finland,0
finnish beverage company Olvi introduce new long drink Olvi Kultalonkero ` ` golden long drink market Finland spring 2009,0
Finnish GeoSentric developer provider solution product technology location base service preliminary agree EUR 6mn short term funding lead investor,1
Finnish Raisio Diagnostics launch new DNA base quick test ensure safety food,1
Finnish Rautaruukki sell precision tube automotive component processing unit Carl Froh Germany German Arques Industries,0
Finnish Suominen Corporation make wet wipe nonwoven flexible packaging start employer employee negotiation Tampere plant Finland lay 25 employee,-1
Swedish Wallenberg family control Investor buy large stake c share swedish retail bank SEB,0
accord Arokarhu purchase scan cash register computer disappear total sum key press,-1
accord Barclays F secure software protect user hacker virus spyware digital attack,0
accord CapMan Plc Corporate Governance majority committee member shall independent Company,0
accord Finnair Technical Services measure employment situation,0
accord Honka Japan Managing Director Marko Saarelainen Honkarakenne export 200 ready log house Japan year,0
accord preliminary datum Slovakia Statistics Office good worth E36 .4 million import Finland January October 2010 make 0.1 percent Slovakia total import,0
accord Seikku retail sector Finland control 3 4 large actor food manufacturer relatively small,0
accord company staff lay temporarily necessary,-1
accord Tyrv+Æinen estimation Japan essential location term Finnair asian strategy,0
accord Vauramo plant lifting equipment suitable Asian chinese truck,0
signing total Aspo revolve credit facility agreement EUR 50 million replace valid agreement EUR 80 million,0
Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom global leader high performance fiber base material today announce completion acquisition Friend Group Inc. consist West Carrollton Parchment Company West Carrollton Converting Company,0
aho proud company new product Lordi Cola,0
aldata share Space Optimization Vision Apollo User Group 2009 Category Management Association Conferences Company Unveil New Solution combine Business Intelligence Space Planning Data conference,0
ALEXANDRIA Va. Aug. 27 Timo Vataja Tampere Finland Virve Inget Oulu Finland develop computer program product activate right use,0
seven year historic analysis provide market,0
year historic analysis provide market,0
year historic analysis provide market,0
Technopolis plan build 100 million euro technology park special economic zone Neudorf St. Petersburg St. Petersburg government say February,0
Chile important market area forest machine company,0
traditional grapevine carry lot weight,0
Altia operating profit jump EUR 47 million EUR 6.6 million,1
Altimo TeliaSonera say yesterday Usmanov welcome join new company,1
Amanda say USD5 .0 m investment commitment Russia Partners II fund July 2005,0
  invention release Patent Office say ` ` chamber pressurize,0
audio webcast available live archive Cerner web site www.cerner.com,0
Anttila online department store NetAnttila establish position well know visit shop online store Finland  ,0
apart Nordea Ergo compete position pension fund provider Estonia,0
result merger large professional electronic telecommunication technology contract manufacturing center Finland form Sievi,0
result negotiation employment 130 blue white collar employee Oulu plant terminate,-1
August 2008 Glaston north asian sale service region upgrade new market area North Asia,0
world leader develop uv technology municipal wastewater drink water industrial water treatment system Trojan Technologies logical partner provide W+Ærtsil+Æ uv technology ballast water treatment,0
Aspo strong company brand ESL shipping Leipurin Telko kaukomarkkinat aim market leader sector,0
"stage maximum 60,000 Tulikivi Series share acquire represent 0.16 cent company - s share outstanding",0
Atria Group lead scandinavian meat product group,1
Atria launch campaign September promote CampoMos brand Moscow market say,1
BasWare Order matching automatically match purchase invoice approve purchase order,0
BG ad Bulgaria lead Internet company,1
"capacity facility Finland Vaahto Group 86,000 ton light coated paper",0
capman asset manager EUR 3bn worth asset management nordic region,0
CapMan investment area CapMan Buyout CapMan Technology CapMan Life Science CapMan Real Estate dedicated team,0
Castecka say town hall hold talk investor interested zone,0
Central Europe important market area Honka,0
cent recognize potential partnership supplier,0
certain shareholder irrevocably agree vote favor bond issue,1
change announce today effective close trading Friday June 19 2009,0
Chief Financial Officer Jim Heindlmeyer say Oblivion advanced talk major recording company service,0
CHS Expo Freight major finnish fair exhibition culture logistic company provide logistic service event land air sea,0
competition authority approve deal finalize,0
complete shareholder Otto Henrik Bernhard Nyberg information contact Maija Liisa Friman CEO tel +358 9 7597 0711,0
completion transaction subject final agreement Diligence process,0
construction expect complete summer 2011,0
consumer increasingly interested heir phone,0
crucially decision use ETSI European Telecommunication Standard Institute back DVB H add grow list operator equipment manufacturer opt standard Global 20 January 2006 compete Technologies Vie Mobile TV,0
currently 100 Global Fortune 500 company SSH security solution,0
demand hit sign improvement see,1
DnB Nord Norway ` ` likely nordic buyer Citadele Nordea ` ` good strategic fit accord document publish Pietiek,0
donation university Annual General Meeting authorize Board Directors donate max,0
dopplr member share personal business travel plan privately network highlight interesting place stay eat explore city world,0
Dragonfly Love video shot start finish Nokia N8,0
past 10 year factory produce Nokia popular model include Nokia 2760 Nokia 6300 Nokia late music device Nokia 5800 Express Music,0
EB hold exclusive right market new entity product,0
Elcoteq Electronics Manufacturing Services EMS Business Segment serve customer globally Engineering Manufacturing Fulfillment service,0
Elisa Corporation headquarter Helsinki finnish telecomms company offer private corporate customer comprehensive range telecomms service,0
employee well prepared answer call detailed information caller answer phone,1
entire paper mill set especially new EU member state,0
EQT complete exit Salcomp finnish company make mobile phone charger sell remain stake swedish investment group Nordstjernan EURO 35 million $ 47 million,0
Tulikivi emission strict state standard include Washington Colorado,0
FCC Chairman Kevin Martin say fair play require extend deregulatory rule digital subscriber line telecom provider use broadband network,0
FinancialWire tm cooperation Investrend Broadcast Syndicate provide complete daily conference webcast schedule service shareholder investor FirstAlert tm Networks oefirstalert tm Daily,0
finnish automation solution developer Cencorp Corporation OMX Helsinki CNC1V say Friday 27 June complete employee negotiation reorganisation operation,1
finnish consumer prefer buy cheap beer brand,0
finnish engineering technology company Metso Oyj say 27 2008 complete acquisition paper machinery technology japanese engineering company Mitsubishi Heavy Industries MHI undisclosed sum,1
finnish hold company Panostaja Oyj say June 12 2007 sign letter intent acquire local Lahden Lampokasittely Oy Heatmasters Oy active heat treatment metal total 3.1 mln euro $ 4.1 mln,0
finnish paint coating company Tikkurila Oyj HEL tik1v announce today launch Tikkurila ProHouse method protection wooden surface treatment Ultra Pro waterborne product,0
"follow registration number issue outstanding share Basware 12,890,829",0
Fortum previously buy state hold stake TGK-10 RAO UES reform,0
found 1649 Fiskars 360 year product quality excellence Finland old company,0
furthermore fully electrically drive crane environmentally friendly,1
GenVec biopharmaceutical company develop novel therapeutic drug vaccine,0
GeoSentric flagship product gypsii platform use pioneer geo location software technology connect people people people place new exciting social community location specific service,0
Glaston know brand Bavelloni pre processing machine tool Tamglass Uniglass safety glass machine Albat + Wirsam software solution,0
Glaston know brand Bavelloni pre processing machine tool Tamglass Uniglass safety glass machine Albat + Wirsam software solution,0
goodwill intangible asset account 2.0 mln euro $ 2.6 mln purchase price 20 pct payable Aspo share,0
grapevine city official September approve $ 35 million tax rebate grant expansion,1
Gunneflo responsible Oriola KD Pharmaceutical Trade business Sweden,0
Harju Elekter found 1968 lead producer electrical equipment material Baltic States,0
Harold W. Young independent broker work closely retailer include Ahold USA Market Basket CVS BJ Wholesale Club Hannaford Cumberland Farms,0
mention improvement service follow recent expansion Finnlines service Bilbao Antwerp Helsinki Hull Helsinki St. Petersburg,1
HELSINKI AFX Outokumpu say agree sell Hitura nickel Finland canadian group Belvedere Resources Ltd 10 mln eur worth Belvedere share,0
"HKScan headquarter Turku Finland lead northern european food group 10,000 employee country",0
HKScan lead food company northern Europe homemarket Finland Sweden baltic country Poland,0
Honkarakenne mainly export large luxury log house Russia family house holiday home 70 sale Moscow region 20 St Petersburg region remainder location,0
short term rental popular,0
HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 09:30 Huhtamaki Oyj resolve clarify Group structure separate Foodservice Consumer Goods business production unit Hameenlinna Finland transfer business wholly own subsidiary,0
iggesund Bruk Sweden advanced fully integrate pulp paperboard mill world,1
"addition YIT reserve EPI Russia right expand logistic center 100,000 m2",0
addition presentation hold President CEO Kai Telanne CFO Tuomas Itkonen participant opportunity discuss member company management,0
Finland 71 paper paperboard reclaim,0
Finland export industry form large clientele packaging industry,0
provide manage service Nokia take responsibility building operate transfer optimise Indosat 3 g network,0
Switzerland Teleste establish supplier product long time primary customer include cable fiber home FTTH operator,0
end Sanoma News want secure foundation saving,0
Homeware area Fiskars provide lead brand product home kitchen interior design,1
survey Goodyear value tyre brand follow Continental Bridgestone,0
today s business pre empt consumer want say Mohammed Zainalabedin General Manager Zain Bahrain,0
Ingen establish medical device manufacturer emerge new medical product line respiratory market worth estimate $ 4 billion U.S. $ 8 billion globally,0
insurance policy simple,0
innovative small molecule biological drug candidate different stage clinical development,0
sell half business operation enter Helsinki Stock Exchange door innovative buyout arrangement Kasola,0
member OneWorld alliance include American Airlines British Airways,0
solid credit compare DZ Bank Rabobank,1
expect complete end 2007,0
plan set class business center storey complex,0
positive company recruit Harri Koponen CEO accord Affarsvarlden,0
oil company join RSPO commit fully sustainable source feedstock production NExBTL biodiesel say,0
provide heating form hot water sawmill need,0
168 asset management expert manage asset worth EUR 35 billion,0
know brand include fitness equipment maker Precor U.S. base ball sport equipment maker Wilson,0
Janno Reiljan member Eesti Energia supervisory board say owner Narva Power Grid inform Eesti Energia wish sell,0
Jawad Williams score 23 point impressive debut Jerusalem Jason Rich add 18 Yuval Naimi chip 16 point Hapoel visit yellow blue week,1
Jon Risfelt 49 year old hold Master Science Chemical Engineering Swedish Royal Institute Technology,0
Juha Haapakoski continue editor Chief budget responsibility new publisher,0
Jun. 14 2009 AOL Weblogs deliver Newstex look like E71 upstaged Nokia NYSE NOK premier business class smartphone Espoo hit corporate YouTube account promo video E72,0
Jun. 25 2008 Boy Genius Report deliver Newstex Nokia NYSE NOK N78 huh,0
KONE headquarter Espoo Finland world lead elevator escalator company,0
July group say intend relocate warehouse office space Loudeac Saint Marcel Morvillars east France operate hook manufacturing distribution unit,0
Lember say matter topical Estonia bill draft Social Affairs Ministry scrap old age pension favorable condition,0
linde act responsibly shareholder business partner employee society environment business area region location globe,0
LKAB headquarter Lulea Sweden high tech mining company produce upgrade iron ore product steel industry,0
LLC voice data management solution provider wireless company operation worldwide transfer U.S. deployment operation finnish mobile giant include civil work site acquisition service,0
look vintage fabric cushion cover 70 coffee pot ceramic serve dish cocktail glass stainless steel party dish,0
I&H enhance growth,1
LSC 30 employee Ixonos exist status benefit,0
MeeGo ` ` learn use Fisher say put important thing,0
merge free sheet clarify market situation,0
Metso global supplier sustainable technology service mining construction power generation automation recycling pulp paper industry,0
200 volunteer Fiskars garden tool company Home Depot NYSE HD city Baltimore neighborhood work right create garden sanctuary single day,1
Applicant Jot Automation OYName Inventor Mammila Tuomo Piirainen Mika Kellokoski MikaApplication 2424 kolnp-2008 ADate filing application 16 06 2008publication Date 30/01/2009,0
NASDAQ list Yahoo Inc introduce new service enable Malaysians favorite internet content service mobile phone,1
national sponsor Big Read include National Endowment Arts cooperation Institute Museum Library Services Arts Midwest,0
Neomarkka play lead role group aim restart production specialty cellulose fiber Valkeakoski,0
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report essential source company datum information,0
Neste Oil extend yesterday gain 0.49 pct 22.72 eur utility Fortum shed 1.14 pct 20.76 eur,0
Nordea Bank STO NDA Sampo Bank help finnish real estate investment company Sponda HEL sda1v place EUR100 m USD125 .4 m domestic bond company say Friday,1
course direct access Nokia Ovi store lot fun download favorite medium,0
"share 14,747,084 hold Company number outstanding share voting right attach share amount 161,256,847",0
Oka specialise new construction renovation work residential non residential building premise industrial logistical use,0
Okmetic Board Directors decide new share ownership program direct company management,0
Okmetic silicon wafer processing chain produce end product improve human interaction quality life,0
O'Leary Material Handling Services locate Perth lead company Western Australia supply install provide service tail lift,1
attractive factor tablet medium company provide new way make money,1
Uponor promising future product hydronic cool system,1
"Oriola KD headquarter Espoo Finland lead distributor pharmaceutical healthcare product 1,300 employee nordic baltic country",0
shareholder entitlement effective today,0
Canned preserve food Finland report offer comprehensive guide size shape market national level,0
solution industry independent support multilingual currency need modular applicable company size CEO Ilkka Sihvo say,0
strong company brand ESL shipping Leipurin Telko kaukomarkkinat aim market leader sector,1
outotec headquarter Espoo Finland lead provider process solution technology service mining metallurgical industry,0
overall 50 percent respondent confident security bank online,1
Panostaja headquarter Tampere Finland investment company focus small medium sized finnish company operate traditional industry,0
performance base value sustainability,0
Pertti Ervi independent Company major shareholder,0
inform IR Johanna Koskinen participation later 20 April 10 a.m. telephone conference financial analyst investor conduct English begin 3:00 p.m. finnish time EET,0
Poyry Energy GmbH Austria lead engineering consult company energy infrastructure environment sector own Poyry Plc Austrian Verbund AG,0
Poyry recognize world lead advisor global forestry industry,1
precedex approve IV sedation initially intubated mechanically ventilate patient intensive care,1
press release 3 September 2009 Ruukki continue list Dow Jones Sustainability Indexes DJSI world djsi stoxx,0
previously plant expect complete end 2008,0
production plant base Neste Oil proprietary technology use flexible input vegetable oil animal fat,0
"Prothious Engineering www.prothious.com employ 1,000 large portfolio project annual detailing capacity 100,000 tonne",0
QPR product family fully compatible Microsoft Windows 7 operating system,0
Ramirent lead company machinery equipment rental construction industry,1
Ramirent lead construction machinery rental company Finland annual sale EUR 134 million 2009 operate nationwide 83 outlet 612 employee,1
Rapala aim distribution unit Ragot Loudeac Bretagne distribution unit Waterqueen fishing line supplier Tortue Saint Marcel Central France Morvillars,0
RAPALA TOURNAMENT fishing major title holiday bargain price game Rapala aim small audience,0
Regulatory News Nomination Committee Cybercom STO CYBE unanimous proposal propose election Jon Risfelt new Chairman Board,0
RFID Radio Frequency Identification method call intelligent transport information read save remotely,0
RK Group headquarter Vantaa Finland Europe lead machinery rental service,0
Russia container shipping group Fesco finnish logistic company Nurminen Logistics start pilot project offer client direct intermodal transportation service Finland Asia Pacific country Fesco say statement,1
S&P keep ` ` sell rating Nordea UBS reaffirm ` ` buy recommendation,0
Sanoma Executive Committee accordance Company Articles Association prepare proposal matter decide note Board Directors,0
Sarantel base Wellingborough UK design high performance antenna portable wireless device,0
